filename,label,prediccion
jazz.00080.wav.8,jazz,jazz
reggae.00083.wav.7,reggae,classical
country.00072.wav.17,country,country
classical.00006.wav.19,classical,classical
rock.00068.wav.11,rock,rock
classical.00099.wav.5,classical,classical
country.00066.wav.8,country,country
jazz.00042.wav.12,jazz,jazz
classical.00051.wav.11,classical,classical
country.00010.wav.7,country,reggae
metal.00042.wav.14,metal,metal
rock.00058.wav.6,rock,rock
reggae.00096.wav.9,reggae,reggae
hiphop.00080.wav.26,hiphop,hiphop
jazz.00095.wav.24,jazz,jazz
rock.00097.wav.9,rock,rock
rock.00061.wav.26,rock,rock
jazz.00097.wav.29,jazz,jazz
pop.00031.wav.12,pop,pop
classical.00020.wav.22,classical,jazz
metal.00086.wav.0,metal,metal
jazz.00080.wav.17,jazz,jazz
classical.00002.wav.18,classical,classical
classical.00011.wav.28,classical,classical
blues.00050.wav.13,blues,blues
disco.00024.wav.0,disco,disco
jazz.00033.wav.18,jazz,jazz
country.00070.wav.10,country,country
jazz.00085.wav.9,jazz,jazz
jazz.00083.wav.9,jazz,jazz
disco.00056.wav.21,disco,disco
hiphop.00014.wav.24,hiphop,hiphop
metal.00068.wav.4,metal,metal
classical.00095.wav.27,classical,classical
classical.00061.wav.2,classical,classical
classical.00034.wav.14,classical,jazz
blues.00092.wav.28,blues,blues
reggae.00038.wav.8,reggae,reggae
rock.00096.wav.18,rock,rock
jazz.00086.wav.14,jazz,jazz
rock.00079.wav.4,rock,rock
hiphop.00071.wav.16,hiphop,hiphop
hiphop.00090.wav.14,hiphop,hiphop
reggae.00074.wav.26,reggae,reggae
metal.00065.wav.15,metal,metal
hiphop.00019.wav.22,hiphop,hiphop
blues.00018.wav.16,blues,blues
country.00082.wav.14,country,country
rock.00053.wav.16,rock,rock
blues.00000.wav.4,blues,blues
classical.00057.wav.16,classical,classical
country.00077.wav.9,country,country
classical.00081.wav.7,classical,classical
reggae.00072.wav.5,reggae,reggae
rock.00034.wav.7,rock,rock
blues.00073.wav.14,blues,blues
reggae.00041.wav.14,reggae,reggae
hiphop.00099.wav.2,hiphop,hiphop
country.00004.wav.6,country,country
pop.00061.wav.10,pop,pop
pop.00078.wav.21,pop,pop
pop.00044.wav.27,pop,pop
metal.00007.wav.4,metal,metal
blues.00013.wav.4,blues,blues
country.00024.wav.1,country,country
hiphop.00011.wav.28,hiphop,hiphop
pop.00085.wav.7,pop,pop
pop.00038.wav.13,pop,pop
country.00093.wav.26,country,country
rock.00083.wav.26,rock,rock
country.00067.wav.10,country,country
jazz.00062.wav.16,jazz,jazz
hiphop.00097.wav.14,hiphop,hiphop
rock.00001.wav.16,rock,country
country.00029.wav.25,country,country
reggae.00015.wav.16,reggae,reggae
blues.00038.wav.3,blues,blues
reggae.00080.wav.1,reggae,reggae
blues.00045.wav.11,blues,blues
disco.00022.wav.6,disco,disco
rock.00073.wav.2,rock,rock
classical.00038.wav.4,classical,classical
reggae.00072.wav.9,reggae,reggae
reggae.00031.wav.3,reggae,reggae
metal.00060.wav.24,metal,metal
pop.00050.wav.19,pop,pop
hiphop.00041.wav.14,hiphop,hiphop
disco.00079.wav.19,disco,disco
pop.00040.wav.6,pop,pop
hiphop.00021.wav.26,hiphop,hiphop
jazz.00042.wav.0,jazz,jazz
hiphop.00040.wav.10,hiphop,hiphop
disco.00098.wav.5,disco,disco
disco.00055.wav.19,disco,disco
country.00090.wav.9,country,country
disco.00047.wav.25,disco,disco
hiphop.00044.wav.16,hiphop,country
pop.00095.wav.14,pop,hiphop
country.00009.wav.19,country,country
rock.00095.wav.18,rock,rock
metal.00071.wav.9,metal,metal
hiphop.00033.wav.28,hiphop,hiphop
disco.00071.wav.1,disco,disco
rock.00005.wav.27,rock,rock
hiphop.00057.wav.13,hiphop,hiphop
jazz.00027.wav.13,jazz,jazz
metal.00021.wav.4,metal,metal
metal.00064.wav.2,metal,metal
classical.00042.wav.9,classical,classical
blues.00088.wav.23,blues,blues
jazz.00061.wav.3,jazz,jazz
metal.00031.wav.20,metal,metal
rock.00032.wav.10,rock,rock
blues.00026.wav.29,blues,blues
metal.00044.wav.2,metal,metal
jazz.00052.wav.4,jazz,jazz
classical.00026.wav.7,classical,classical
classical.00095.wav.6,classical,classical
reggae.00051.wav.15,reggae,reggae
blues.00089.wav.19,blues,blues
rock.00078.wav.27,rock,rock
hiphop.00031.wav.15,hiphop,pop
disco.00007.wav.23,disco,disco
classical.00098.wav.11,classical,classical
jazz.00017.wav.25,jazz,jazz
classical.00061.wav.12,classical,classical
reggae.00080.wav.22,reggae,reggae
classical.00007.wav.24,classical,classical
reggae.00073.wav.12,reggae,reggae
disco.00053.wav.28,disco,disco
classical.00031.wav.19,classical,classical
jazz.00089.wav.5,jazz,jazz
disco.00013.wav.1,disco,jazz
rock.00046.wav.26,rock,rock
disco.00088.wav.0,disco,disco
pop.00050.wav.8,pop,pop
disco.00016.wav.12,disco,disco
country.00087.wav.13,country,country
reggae.00028.wav.27,reggae,reggae
blues.00039.wav.17,blues,blues
jazz.00051.wav.23,jazz,jazz
blues.00027.wav.20,blues,blues
rock.00041.wav.27,rock,pop
country.00071.wav.6,country,country
blues.00010.wav.16,blues,blues
jazz.00068.wav.17,jazz,jazz
hiphop.00040.wav.1,hiphop,country
country.00006.wav.29,country,country
disco.00093.wav.28,disco,disco
metal.00016.wav.22,metal,metal
blues.00012.wav.6,blues,blues
blues.00070.wav.22,blues,country
reggae.00060.wav.4,reggae,reggae
reggae.00086.wav.29,reggae,reggae
classical.00080.wav.18,classical,classical
metal.00026.wav.3,metal,metal
metal.00017.wav.4,metal,metal
hiphop.00015.wav.22,hiphop,hiphop
blues.00036.wav.24,blues,blues
rock.00036.wav.22,rock,rock
reggae.00078.wav.23,reggae,reggae
reggae.00006.wav.6,reggae,country
classical.00070.wav.12,classical,classical
blues.00005.wav.4,blues,blues
rock.00097.wav.21,rock,rock
blues.00016.wav.26,blues,blues
classical.00034.wav.22,classical,classical
reggae.00057.wav.9,reggae,reggae
disco.00081.wav.14,disco,disco
blues.00084.wav.15,blues,blues
pop.00090.wav.27,pop,pop
rock.00049.wav.13,rock,rock
country.00042.wav.15,country,country
jazz.00086.wav.27,jazz,jazz
classical.00070.wav.16,classical,classical
blues.00080.wav.11,blues,blues
hiphop.00051.wav.16,hiphop,hiphop
metal.00005.wav.10,metal,metal
reggae.00014.wav.5,reggae,reggae
pop.00028.wav.24,pop,pop
disco.00012.wav.4,disco,disco
blues.00084.wav.19,blues,blues
metal.00098.wav.29,metal,reggae
blues.00067.wav.29,blues,blues
metal.00092.wav.20,metal,metal
metal.00048.wav.1,metal,metal
rock.00073.wav.7,rock,metal
blues.00023.wav.2,blues,blues
metal.00016.wav.2,metal,metal
hiphop.00027.wav.12,hiphop,hiphop
disco.00019.wav.15,disco,disco
jazz.00055.wav.10,jazz,jazz
metal.00086.wav.27,metal,metal
metal.00058.wav.9,metal,rock
disco.00042.wav.1,disco,disco
hiphop.00023.wav.1,hiphop,hiphop
disco.00095.wav.15,disco,disco
metal.00084.wav.10,metal,metal
blues.00077.wav.25,blues,blues
blues.00074.wav.0,blues,blues
reggae.00026.wav.24,reggae,reggae
reggae.00046.wav.5,reggae,reggae
country.00013.wav.8,country,disco
jazz.00016.wav.29,jazz,jazz
classical.00075.wav.18,classical,classical
hiphop.00072.wav.28,hiphop,hiphop
metal.00018.wav.2,metal,metal
classical.00006.wav.13,classical,classical
country.00077.wav.20,country,country
country.00058.wav.28,country,metal
metal.00067.wav.1,metal,metal
rock.00067.wav.15,rock,rock
disco.00058.wav.18,disco,disco
hiphop.00073.wav.10,hiphop,hiphop
disco.00048.wav.28,disco,disco
reggae.00088.wav.5,reggae,disco
hiphop.00098.wav.20,hiphop,hiphop
country.00082.wav.10,country,country
country.00074.wav.24,country,country
pop.00023.wav.21,pop,pop
hiphop.00028.wav.11,hiphop,hiphop
jazz.00059.wav.5,jazz,jazz
metal.00084.wav.3,metal,metal
reggae.00085.wav.24,reggae,reggae
blues.00062.wav.25,blues,blues
reggae.00020.wav.5,reggae,reggae
rock.00060.wav.25,rock,rock
classical.00070.wav.8,classical,classical
country.00022.wav.24,country,country
country.00062.wav.21,country,country
classical.00073.wav.21,classical,classical
classical.00098.wav.8,classical,classical
pop.00026.wav.15,pop,pop
hiphop.00029.wav.26,hiphop,pop
disco.00012.wav.28,disco,rock
classical.00027.wav.12,classical,classical
rock.00057.wav.13,rock,rock
classical.00034.wav.17,classical,classical
hiphop.00084.wav.6,hiphop,hiphop
metal.00047.wav.6,metal,metal
blues.00068.wav.9,blues,blues
classical.00097.wav.11,classical,classical
pop.00017.wav.7,pop,pop
rock.00047.wav.17,rock,rock
rock.00032.wav.12,rock,rock
jazz.00083.wav.26,jazz,jazz
rock.00060.wav.12,rock,rock
blues.00057.wav.16,blues,blues
rock.00074.wav.3,rock,hiphop
metal.00056.wav.13,metal,metal
hiphop.00015.wav.11,hiphop,hiphop
disco.00092.wav.10,disco,blues
pop.00076.wav.28,pop,pop
disco.00091.wav.21,disco,disco
disco.00035.wav.7,disco,disco
jazz.00090.wav.29,jazz,jazz
blues.00011.wav.11,blues,blues
rock.00067.wav.12,rock,rock
metal.00068.wav.3,metal,metal
pop.00020.wav.29,pop,pop
blues.00076.wav.14,blues,blues
metal.00071.wav.19,metal,metal
pop.00045.wav.17,pop,pop
classical.00054.wav.17,classical,classical
pop.00061.wav.29,pop,pop
country.00045.wav.13,country,disco
blues.00024.wav.3,blues,blues
country.00026.wav.24,country,country
hiphop.00053.wav.8,hiphop,reggae
disco.00030.wav.17,disco,disco
pop.00007.wav.25,pop,pop
jazz.00021.wav.5,jazz,jazz
blues.00069.wav.14,blues,blues
metal.00093.wav.3,metal,metal
metal.00038.wav.18,metal,metal
jazz.00073.wav.15,jazz,jazz
disco.00061.wav.10,disco,disco
jazz.00051.wav.11,jazz,jazz
classical.00065.wav.19,classical,classical
jazz.00006.wav.29,jazz,jazz
reggae.00038.wav.24,reggae,reggae
country.00003.wav.17,country,country
hiphop.00071.wav.0,hiphop,hiphop
blues.00050.wav.24,blues,blues
rock.00030.wav.6,rock,rock
country.00044.wav.29,country,country
reggae.00022.wav.6,reggae,reggae
metal.00073.wav.3,metal,metal
blues.00057.wav.1,blues,blues
jazz.00072.wav.10,jazz,jazz
classical.00017.wav.29,classical,classical
country.00055.wav.25,country,country
blues.00033.wav.2,blues,blues
rock.00079.wav.22,rock,rock
disco.00006.wav.16,disco,disco
classical.00073.wav.20,classical,classical
metal.00061.wav.10,metal,metal
reggae.00076.wav.8,reggae,reggae
disco.00000.wav.17,disco,disco
reggae.00085.wav.15,reggae,reggae
hiphop.00037.wav.4,hiphop,pop
pop.00055.wav.17,pop,hiphop
metal.00069.wav.15,metal,metal
rock.00080.wav.27,rock,rock
country.00009.wav.8,country,country
hiphop.00064.wav.29,hiphop,hiphop
rock.00066.wav.26,rock,rock
metal.00030.wav.29,metal,metal
classical.00058.wav.1,classical,classical
pop.00013.wav.21,pop,pop
classical.00037.wav.2,classical,classical
reggae.00070.wav.18,reggae,hiphop
pop.00018.wav.19,pop,pop
reggae.00093.wav.11,reggae,reggae
rock.00034.wav.28,rock,rock
reggae.00008.wav.2,reggae,reggae
rock.00021.wav.23,rock,rock
pop.00088.wav.18,pop,pop
classical.00047.wav.12,classical,classical
jazz.00083.wav.27,jazz,jazz
metal.00049.wav.0,metal,metal
blues.00062.wav.24,blues,blues
jazz.00091.wav.7,jazz,jazz
hiphop.00065.wav.18,hiphop,hiphop
metal.00024.wav.24,metal,metal
metal.00055.wav.15,metal,metal
rock.00083.wav.24,rock,rock
reggae.00038.wav.16,reggae,reggae
reggae.00007.wav.5,reggae,reggae
disco.00046.wav.8,disco,disco
blues.00072.wav.19,blues,blues
classical.00027.wav.8,classical,classical
country.00061.wav.8,country,country
country.00076.wav.28,country,reggae
blues.00017.wav.8,blues,blues
reggae.00079.wav.4,reggae,reggae
rock.00052.wav.8,rock,classical
jazz.00086.wav.4,jazz,jazz
metal.00046.wav.28,metal,metal
reggae.00061.wav.21,reggae,reggae
blues.00048.wav.10,blues,blues
metal.00066.wav.15,metal,metal
classical.00056.wav.2,classical,classical
country.00086.wav.9,country,country
jazz.00006.wav.2,jazz,jazz
metal.00036.wav.4,metal,metal
reggae.00039.wav.14,reggae,reggae
classical.00059.wav.28,classical,classical
reggae.00001.wav.26,reggae,reggae
pop.00099.wav.12,pop,pop
metal.00065.wav.3,metal,metal
reggae.00066.wav.6,reggae,reggae
country.00047.wav.23,country,country
country.00097.wav.13,country,country
blues.00073.wav.22,blues,blues
classical.00051.wav.21,classical,classical
blues.00038.wav.15,blues,blues
jazz.00081.wav.11,jazz,jazz
jazz.00019.wav.6,jazz,jazz
metal.00072.wav.13,metal,metal
reggae.00009.wav.12,reggae,reggae
reggae.00083.wav.10,reggae,jazz
pop.00039.wav.28,pop,pop
classical.00068.wav.7,classical,classical
classical.00038.wav.10,classical,classical
rock.00070.wav.20,rock,rock
blues.00050.wav.23,blues,blues
rock.00041.wav.19,rock,rock
classical.00091.wav.24,classical,classical
classical.00014.wav.25,classical,classical
metal.00000.wav.17,metal,metal
rock.00022.wav.1,rock,disco
jazz.00043.wav.0,jazz,jazz
metal.00052.wav.6,metal,metal
reggae.00078.wav.3,reggae,reggae
hiphop.00013.wav.24,hiphop,hiphop
pop.00064.wav.5,pop,pop
jazz.00087.wav.25,jazz,jazz
pop.00044.wav.6,pop,pop
disco.00047.wav.5,disco,disco
classical.00086.wav.28,classical,classical
classical.00013.wav.10,classical,classical
reggae.00048.wav.28,reggae,reggae
blues.00068.wav.4,blues,blues
reggae.00058.wav.21,reggae,reggae
rock.00078.wav.5,rock,rock
metal.00003.wav.22,metal,metal
disco.00018.wav.10,disco,disco
disco.00085.wav.0,disco,disco
rock.00076.wav.27,rock,rock
classical.00068.wav.21,classical,classical
reggae.00076.wav.23,reggae,reggae
disco.00054.wav.3,disco,jazz
pop.00088.wav.10,pop,pop
hiphop.00021.wav.16,hiphop,hiphop
rock.00089.wav.15,rock,rock
classical.00092.wav.15,classical,classical
disco.00098.wav.2,disco,disco
disco.00050.wav.23,disco,disco
hiphop.00001.wav.7,hiphop,hiphop
rock.00061.wav.10,rock,rock
reggae.00055.wav.13,reggae,reggae
pop.00069.wav.18,pop,pop
rock.00008.wav.0,rock,rock
blues.00090.wav.17,blues,blues
jazz.00078.wav.25,jazz,jazz
pop.00075.wav.28,pop,pop
pop.00050.wav.21,pop,reggae
pop.00002.wav.1,pop,pop
jazz.00094.wav.7,jazz,jazz
classical.00075.wav.11,classical,classical
country.00025.wav.23,country,country
rock.00012.wav.14,rock,rock
disco.00071.wav.23,disco,disco
hiphop.00048.wav.9,hiphop,hiphop
disco.00086.wav.9,disco,country
classical.00063.wav.4,classical,classical
country.00068.wav.0,country,country
reggae.00062.wav.26,reggae,reggae
reggae.00063.wav.9,reggae,reggae
jazz.00070.wav.10,jazz,jazz
jazz.00031.wav.22,jazz,jazz
blues.00049.wav.13,blues,blues
disco.00083.wav.14,disco,disco
reggae.00055.wav.29,reggae,reggae
metal.00029.wav.16,metal,metal
jazz.00098.wav.6,jazz,jazz
jazz.00048.wav.3,jazz,jazz
metal.00005.wav.15,metal,metal
metal.00056.wav.14,metal,metal
pop.00010.wav.13,pop,pop
reggae.00017.wav.11,reggae,reggae
hiphop.00050.wav.23,hiphop,hiphop
country.00047.wav.10,country,country
blues.00095.wav.12,blues,blues
country.00042.wav.7,country,country
country.00074.wav.22,country,country
rock.00001.wav.10,rock,rock
hiphop.00077.wav.16,hiphop,reggae
rock.00027.wav.3,rock,rock
blues.00089.wav.27,blues,blues
jazz.00016.wav.23,jazz,jazz
jazz.00006.wav.15,jazz,jazz
disco.00074.wav.0,disco,disco
country.00068.wav.27,country,country
pop.00003.wav.22,pop,pop
jazz.00089.wav.15,jazz,jazz
jazz.00096.wav.29,jazz,jazz
classical.00049.wav.17,classical,classical
classical.00017.wav.4,classical,classical
hiphop.00092.wav.13,hiphop,hiphop
blues.00044.wav.9,blues,blues
blues.00002.wav.14,blues,blues
rock.00006.wav.8,rock,rock
rock.00068.wav.6,rock,rock
jazz.00097.wav.18,jazz,jazz
rock.00072.wav.1,rock,rock
pop.00039.wav.16,pop,pop
hiphop.00009.wav.11,hiphop,hiphop
classical.00010.wav.18,classical,classical
metal.00079.wav.14,metal,metal
blues.00014.wav.29,blues,blues
metal.00050.wav.29,metal,metal
disco.00008.wav.9,disco,disco
reggae.00078.wav.6,reggae,reggae
jazz.00006.wav.22,jazz,jazz
hiphop.00054.wav.28,hiphop,hiphop
country.00093.wav.2,country,country
blues.00045.wav.12,blues,blues
country.00012.wav.18,country,country
reggae.00017.wav.9,reggae,reggae
reggae.00059.wav.18,reggae,reggae
reggae.00051.wav.1,reggae,reggae
blues.00079.wav.18,blues,blues
reggae.00023.wav.27,reggae,reggae
rock.00029.wav.24,rock,rock
jazz.00032.wav.2,jazz,jazz
jazz.00021.wav.9,jazz,jazz
blues.00019.wav.17,blues,blues
pop.00058.wav.13,pop,pop
metal.00077.wav.20,metal,metal
country.00094.wav.13,country,country
jazz.00094.wav.8,jazz,jazz
metal.00015.wav.26,metal,metal
jazz.00090.wav.24,jazz,jazz
blues.00030.wav.14,blues,blues
classical.00022.wav.8,classical,classical
blues.00001.wav.18,blues,reggae
hiphop.00039.wav.22,hiphop,hiphop
jazz.00048.wav.28,jazz,jazz
hiphop.00047.wav.18,hiphop,hiphop
metal.00010.wav.26,metal,metal
country.00021.wav.14,country,country
disco.00036.wav.0,disco,disco
pop.00090.wav.23,pop,pop
blues.00057.wav.0,blues,blues
hiphop.00077.wav.18,hiphop,hiphop
hiphop.00034.wav.5,hiphop,hiphop
jazz.00040.wav.4,jazz,jazz
rock.00007.wav.3,rock,rock
classical.00047.wav.23,classical,classical
classical.00000.wav.22,classical,classical
rock.00084.wav.22,rock,rock
reggae.00085.wav.21,reggae,reggae
pop.00061.wav.2,pop,pop
country.00005.wav.25,country,jazz
blues.00097.wav.2,blues,country
jazz.00072.wav.22,jazz,jazz
country.00007.wav.3,country,country
classical.00073.wav.4,classical,classical
blues.00079.wav.23,blues,blues
country.00026.wav.4,country,country
classical.00018.wav.4,classical,classical
classical.00012.wav.4,classical,classical
jazz.00061.wav.2,jazz,jazz
pop.00042.wav.1,pop,pop
classical.00016.wav.29,classical,classical
reggae.00029.wav.8,reggae,reggae
rock.00024.wav.25,rock,rock
rock.00076.wav.13,rock,rock
classical.00011.wav.7,classical,classical
metal.00026.wav.8,metal,metal
classical.00050.wav.16,classical,classical
reggae.00096.wav.29,reggae,reggae
metal.00062.wav.29,metal,metal
rock.00051.wav.15,rock,rock
classical.00052.wav.7,classical,classical
pop.00098.wav.11,pop,reggae
rock.00036.wav.13,rock,rock
hiphop.00097.wav.26,hiphop,hiphop
rock.00013.wav.23,rock,rock
metal.00019.wav.12,metal,metal
jazz.00058.wav.17,jazz,jazz
hiphop.00030.wav.13,hiphop,hiphop
pop.00004.wav.16,pop,disco
disco.00066.wav.12,disco,disco
rock.00065.wav.17,rock,rock
metal.00040.wav.0,metal,metal
metal.00039.wav.7,metal,metal
country.00000.wav.29,country,country
country.00095.wav.16,country,country
blues.00032.wav.5,blues,blues
reggae.00073.wav.9,reggae,reggae
pop.00040.wav.13,pop,pop
metal.00075.wav.12,metal,metal
jazz.00019.wav.2,jazz,jazz
pop.00085.wav.11,pop,pop
metal.00090.wav.25,metal,metal
country.00038.wav.23,country,country
pop.00056.wav.4,pop,pop
reggae.00046.wav.22,reggae,reggae
classical.00044.wav.16,classical,classical
blues.00059.wav.13,blues,blues
hiphop.00048.wav.7,hiphop,hiphop
jazz.00024.wav.0,jazz,jazz
blues.00012.wav.19,blues,blues
country.00062.wav.25,country,country
country.00067.wav.6,country,country
reggae.00047.wav.4,reggae,reggae
disco.00072.wav.12,disco,disco
blues.00030.wav.18,blues,blues
pop.00036.wav.12,pop,pop
jazz.00021.wav.23,jazz,jazz
blues.00019.wav.21,blues,blues
reggae.00033.wav.14,reggae,reggae
pop.00046.wav.11,pop,pop
country.00063.wav.23,country,country
disco.00087.wav.23,disco,disco
rock.00020.wav.18,rock,rock
blues.00052.wav.29,blues,blues
jazz.00003.wav.17,jazz,jazz
disco.00066.wav.28,disco,disco
pop.00049.wav.20,pop,pop
country.00004.wav.5,country,country
pop.00059.wav.4,pop,pop
disco.00066.wav.24,disco,disco
country.00023.wav.28,country,country
pop.00047.wav.20,pop,pop
country.00095.wav.29,country,country
reggae.00001.wav.4,reggae,reggae
reggae.00093.wav.6,reggae,reggae
blues.00023.wav.3,blues,blues
classical.00079.wav.16,classical,classical
pop.00095.wav.19,pop,pop
disco.00052.wav.3,disco,disco
pop.00045.wav.26,pop,pop
classical.00032.wav.11,classical,classical
jazz.00052.wav.11,jazz,jazz
metal.00068.wav.19,metal,metal
pop.00060.wav.6,pop,pop
rock.00052.wav.21,rock,rock
metal.00072.wav.5,metal,metal
country.00026.wav.3,country,country
jazz.00052.wav.3,jazz,jazz
pop.00076.wav.12,pop,pop
blues.00029.wav.29,blues,blues
rock.00058.wav.13,rock,rock
jazz.00035.wav.16,jazz,classical
pop.00080.wav.18,pop,pop
jazz.00065.wav.16,jazz,jazz
hiphop.00069.wav.10,hiphop,hiphop
blues.00060.wav.28,blues,blues
hiphop.00050.wav.4,hiphop,hiphop
classical.00098.wav.29,classical,classical
jazz.00031.wav.13,jazz,jazz
country.00028.wav.13,country,country
pop.00090.wav.15,pop,pop
blues.00085.wav.2,blues,country
classical.00060.wav.27,classical,classical
disco.00075.wav.21,disco,disco
pop.00087.wav.9,pop,pop
rock.00036.wav.7,rock,rock
metal.00037.wav.22,metal,metal
rock.00050.wav.26,rock,rock
blues.00078.wav.16,blues,blues
reggae.00084.wav.8,reggae,reggae
blues.00015.wav.4,blues,blues
jazz.00044.wav.3,jazz,jazz
classical.00079.wav.4,classical,classical
pop.00013.wav.11,pop,pop
reggae.00081.wav.10,reggae,reggae
classical.00060.wav.6,classical,classical
country.00070.wav.2,country,country
jazz.00009.wav.25,jazz,jazz
pop.00067.wav.14,pop,pop
country.00098.wav.2,country,country
disco.00066.wav.29,disco,disco
hiphop.00093.wav.10,hiphop,hiphop
classical.00093.wav.16,classical,classical
hiphop.00087.wav.28,hiphop,hiphop
blues.00043.wav.22,blues,blues
rock.00036.wav.9,rock,country
rock.00034.wav.27,rock,rock
disco.00097.wav.24,disco,disco
rock.00012.wav.16,rock,rock
classical.00081.wav.25,classical,classical
hiphop.00062.wav.4,hiphop,hiphop
classical.00034.wav.23,classical,classical
reggae.00090.wav.9,reggae,reggae
disco.00072.wav.22,disco,disco
hiphop.00064.wav.25,hiphop,hiphop
blues.00085.wav.24,blues,blues
classical.00009.wav.3,classical,classical
hiphop.00009.wav.7,hiphop,rock
rock.00037.wav.15,rock,rock
disco.00094.wav.26,disco,disco
blues.00040.wav.3,blues,blues
metal.00065.wav.2,metal,metal
classical.00003.wav.28,classical,classical
hiphop.00033.wav.15,hiphop,hiphop
disco.00055.wav.9,disco,disco
disco.00092.wav.5,disco,disco
hiphop.00088.wav.14,hiphop,metal
jazz.00028.wav.1,jazz,jazz
hiphop.00068.wav.9,hiphop,hiphop
country.00022.wav.14,country,country
jazz.00069.wav.25,jazz,jazz
rock.00002.wav.12,rock,rock
rock.00020.wav.23,rock,rock
hiphop.00064.wav.10,hiphop,hiphop
rock.00033.wav.28,rock,rock
blues.00031.wav.18,blues,blues
metal.00049.wav.5,metal,metal
jazz.00088.wav.24,jazz,jazz
classical.00047.wav.3,classical,classical
blues.00091.wav.12,blues,blues
jazz.00034.wav.22,jazz,jazz
hiphop.00081.wav.1,hiphop,hiphop
country.00041.wav.21,country,country
jazz.00025.wav.15,jazz,jazz
jazz.00052.wav.5,jazz,jazz
reggae.00094.wav.15,reggae,reggae
classical.00057.wav.15,classical,classical
classical.00066.wav.1,classical,classical
pop.00010.wav.14,pop,pop
rock.00053.wav.26,rock,rock
disco.00079.wav.26,disco,disco
metal.00025.wav.28,metal,metal
hiphop.00053.wav.21,hiphop,hiphop
reggae.00013.wav.13,reggae,reggae
country.00050.wav.7,country,country
country.00051.wav.16,country,country
blues.00001.wav.1,blues,blues
hiphop.00012.wav.2,hiphop,hiphop
rock.00049.wav.27,rock,rock
blues.00004.wav.2,blues,blues
metal.00027.wav.21,metal,metal
rock.00066.wav.14,rock,rock
jazz.00001.wav.21,jazz,classical
country.00039.wav.8,country,country
disco.00062.wav.17,disco,disco
pop.00055.wav.0,pop,pop
reggae.00064.wav.23,reggae,reggae
hiphop.00091.wav.21,hiphop,hiphop
jazz.00023.wav.0,jazz,jazz
rock.00037.wav.10,rock,rock
country.00049.wav.5,country,country
jazz.00045.wav.17,jazz,jazz
rock.00099.wav.29,rock,rock
pop.00043.wav.2,pop,pop
metal.00049.wav.26,metal,metal
blues.00021.wav.21,blues,blues
hiphop.00038.wav.12,hiphop,hiphop
hiphop.00010.wav.13,hiphop,hiphop
classical.00014.wav.22,classical,classical
jazz.00002.wav.12,jazz,classical
jazz.00014.wav.3,jazz,classical
blues.00095.wav.11,blues,blues
blues.00051.wav.23,blues,metal
rock.00021.wav.8,rock,rock
metal.00063.wav.12,metal,metal
rock.00018.wav.29,rock,rock
jazz.00041.wav.6,jazz,jazz
classical.00021.wav.11,classical,classical
rock.00065.wav.12,rock,rock
reggae.00011.wav.28,reggae,reggae
rock.00015.wav.4,rock,rock
metal.00069.wav.17,metal,metal
metal.00040.wav.3,metal,metal
jazz.00059.wav.13,jazz,jazz
country.00080.wav.6,country,country
pop.00098.wav.7,pop,pop
classical.00077.wav.23,classical,classical
blues.00040.wav.25,blues,blues
jazz.00037.wav.16,jazz,jazz
disco.00073.wav.22,disco,disco
metal.00007.wav.0,metal,metal
reggae.00019.wav.26,reggae,reggae
blues.00052.wav.19,blues,blues
hiphop.00024.wav.13,hiphop,hiphop
disco.00025.wav.29,disco,disco
pop.00040.wav.18,pop,pop
classical.00013.wav.13,classical,classical
disco.00000.wav.28,disco,disco
classical.00008.wav.23,classical,classical
metal.00046.wav.12,metal,metal
pop.00007.wav.16,pop,pop
jazz.00027.wav.15,jazz,jazz
country.00027.wav.7,country,country
disco.00059.wav.28,disco,disco
hiphop.00096.wav.28,hiphop,hiphop
classical.00009.wav.21,classical,classical
rock.00029.wav.13,rock,rock
classical.00022.wav.18,classical,classical
disco.00078.wav.0,disco,disco
metal.00056.wav.7,metal,metal
pop.00098.wav.23,pop,pop
rock.00098.wav.5,rock,country
jazz.00072.wav.11,jazz,jazz
pop.00009.wav.24,pop,pop
hiphop.00032.wav.20,hiphop,hiphop
reggae.00017.wav.4,reggae,reggae
blues.00070.wav.9,blues,blues
metal.00072.wav.16,metal,metal
country.00060.wav.15,country,country
blues.00026.wav.14,blues,blues
blues.00048.wav.8,blues,blues
hiphop.00071.wav.7,hiphop,hiphop
blues.00058.wav.26,blues,blues
hiphop.00096.wav.10,hiphop,hiphop
blues.00035.wav.19,blues,blues
metal.00032.wav.8,metal,metal
jazz.00018.wav.8,jazz,jazz
hiphop.00019.wav.29,hiphop,hiphop
disco.00085.wav.11,disco,disco
jazz.00000.wav.25,jazz,jazz
country.00059.wav.11,country,country
classical.00080.wav.7,classical,classical
jazz.00065.wav.25,jazz,jazz
rock.00098.wav.14,rock,rock
rock.00012.wav.0,rock,rock
country.00022.wav.11,country,country
rock.00054.wav.14,rock,rock
blues.00034.wav.9,blues,blues
rock.00090.wav.4,rock,rock
classical.00015.wav.18,classical,classical
blues.00053.wav.13,blues,blues
jazz.00011.wav.3,jazz,rock
jazz.00010.wav.26,jazz,jazz
classical.00053.wav.16,classical,classical
classical.00040.wav.28,classical,classical
jazz.00036.wav.12,jazz,jazz
