codigo,dia,reproducciones
444,24,57159
444,25,15787
444,26,79825
444,27,9314
444,28,90623
444,29,77001
444,30,9597
445,1,20152
445,2,88517
445,3,26548
445,4,47377
445,5,61500
445,6,33544
445,7,13057
445,8,72819
445,9,57256
445,10,62747
445,11,26146
445,12,16071
445,13,81687
445,14,77683
445,15,68989
445,16,56240
445,17,47377
445,18,31098
445,19,83402
445,20,15915
445,21,43419
445,22,35078
445,23,40386
445,24,20845
445,25,73498
445,26,47161
445,27,65450
445,28,24826
445,29,89595
445,30,47593
446,1,55648
446,2,30129
446,3,16377
446,4,26459
446,5,51694
446,6,74397
446,7,17023
446,8,57831
446,9,89178
446,10,58560
446,11,51694
446,12,17194
446,13,47289
446,14,46787
446,15,86617
446,16,91917
446,17,21829
446,18,94891
446,19,42269
446,20,69916
446,21,57076
446,22,88899
446,23,70375
446,24,45231
446,25,99521
446,26,15285
446,27,47740
446,28,40760
446,29,78643
446,30,32131
447,1,3468
447,2,608
447,3,45807
447,4,77432
447,5,48811
447,6,29432
447,7,49121
447,8,85366
447,9,72478
447,10,54036
447,11,58842
447,12,68586
447,13,13888
447,14,68757
447,15,9824
447,16,51206
447,17,29733
447,18,16238
447,19,48811
447,20,99020
447,21,48811
447,22,61495
447,23,40248
447,24,82730
447,25,46893
447,26,4149
447,27,70265
447,28,48811
447,29,41771
447,30,7633
448,1,89354
448,2,62176
448,3,44445
448,4,7743
448,5,38618
448,6,92029
448,7,57441
448,8,96209
448,9,82468
448,10,79183
448,11,40060
448,12,82947
448,13,79176
448,14,67992
448,15,73793
448,16,62176
448,17,99838
448,18,53743
448,19,31612
448,20,20156
448,21,52190
448,22,57414
448,23,66625
448,24,19904
448,25,28058
448,26,87342
448,27,57728
448,28,73070
448,29,75776
448,30,43028
449,1,95353
449,2,86288
449,3,54545
449,4,62572
449,5,22627
449,6,64148
449,7,7573
449,8,64089
449,9,98070
449,10,3184
449,11,56375
449,12,56425
449,13,51786
449,14,24329
449,15,879
449,16,7957
449,17,76662
449,18,18531
449,19,51786
449,20,90237
449,21,51786
449,22,46077
449,23,51279
449,24,79082
449,25,38259
449,26,51786
449,27,4528
449,28,52294
449,29,37952
449,30,786
450,1,41671
450,2,46125
450,3,26007
450,4,13428
450,5,35404
450,6,22574
450,7,74537
450,8,2518
450,9,42226
450,10,98994
450,11,72859
450,12,93273
450,13,87823
450,14,99378
450,15,27263
450,16,1503
450,17,10482
450,18,51806
450,19,41848
450,20,9658
450,21,8281
450,22,35404
450,23,62110
450,24,33505
450,25,13522
450,26,92077
450,27,76076
450,28,3397
450,29,1727
450,30,29090
451,1,60424
451,2,29484
451,3,51309
451,4,99641
451,5,5102
451,6,75817
451,7,99808
451,8,72037
451,9,21352
451,10,86819
451,11,6011
451,12,42392
451,13,66718
451,14,66718
451,15,97891
451,16,44709
451,17,73236
451,18,82797
451,19,84059
451,20,66718
451,21,41996
451,22,74083
451,23,67842
451,24,14654
451,25,1523
451,26,68728
451,27,38233
451,28,75641
451,29,20784
451,30,66718
452,1,99402
452,2,1197
452,3,56639
452,4,55989
452,5,36777
452,6,79503
452,7,51511
452,8,24541
452,9,33089
452,10,74746
452,11,16366
452,12,64390
452,13,64630
452,14,56327
452,15,70692
452,16,60514
452,17,37176
452,18,60514
452,19,20517
452,20,33703
452,21,66597
452,22,37367
452,23,80729
452,24,88531
452,25,45105
452,26,88232
452,27,65366
452,28,70527
452,29,73717
452,30,64932
453,1,79484
453,2,56983
453,3,1044
453,4,97893
453,5,36415
453,6,91884
453,7,58265
453,8,68338
453,9,13366
453,10,26999
453,11,42307
453,12,71973
453,13,50365
453,14,57624
453,15,90879
453,16,80055
453,17,24349
453,18,29182
453,19,59480
453,20,93759
453,21,29366
453,22,73168
453,23,40582
453,24,93423
453,25,57624
453,26,8040
453,27,72386
453,28,51942
453,29,34236
453,30,70184
454,1,62099
454,2,5093
454,3,69576
454,4,71864
454,5,30610
454,6,75474
454,7,29914
454,8,94384
454,9,19688
454,10,73006
454,11,70449
454,12,78881
454,13,20677
454,14,23690
454,15,67237
454,16,55514
454,17,13434
454,18,52756
454,19,47362
454,20,83461
454,21,33960
454,22,66286
454,23,75487
454,24,17934
454,25,87780
454,26,8869
454,27,7444
454,28,69024
454,29,55469
454,30,54335
455,1,19381
455,2,55165
455,3,14597
455,4,77934
455,5,48144
455,6,65466
455,7,47597
455,8,47597
455,9,80887
455,10,5224
455,11,95513
455,12,27184
455,13,43954
455,14,97335
455,15,27386
455,16,67114
455,17,44843
455,18,10117
455,19,37511
455,20,38069
455,21,63595
455,22,20424
455,23,50371
455,24,70046
455,25,6261
455,26,89506
455,27,67763
455,28,9152
455,29,71152
455,30,10899
456,1,33354
456,2,5831
456,3,3546
456,4,90264
456,5,33393
456,6,61258
456,7,86694
456,8,20351
456,9,53365
456,10,63763
456,11,91991
456,12,42873
456,13,52832
456,14,53160
456,15,68758
456,16,6108
456,17,41173
456,18,4690
456,19,96735
456,20,56590
456,21,56556
456,22,52996
456,23,30016
456,24,94253
456,25,11740
456,26,5280
456,27,52996
456,28,86231
456,29,48771
456,30,88557
457,1,97261
457,2,40554
457,3,29849
457,4,43624
457,5,22063
457,6,44932
457,7,40554
457,8,69375
457,9,94172
457,10,47008
457,11,40554
457,12,36827
457,13,19076
457,14,67256
457,15,490
457,16,64097
457,17,68649
457,18,13573
457,19,29761
457,20,30226
457,21,4815
457,22,72758
457,23,40554
457,24,21459
457,25,77900
457,26,32794
457,27,83714
457,28,1540
457,29,93658
457,30,4753
458,1,55651
458,2,65265
458,3,36007
458,4,46208
458,5,31758
458,6,62964
458,7,61535
458,8,72950
458,9,1240
458,10,36219
458,11,51774
458,12,38683
458,13,85223
458,14,54313
458,15,57507
458,16,79790
458,17,85902
458,18,93201
458,19,38532
458,20,81217
458,21,33374
458,22,48876
458,23,28478
458,24,87801
458,25,18459
458,26,51774
458,27,50154
458,28,89423
458,29,6407
458,30,32326
459,1,34122
459,2,21377
459,3,81225
459,4,48614
459,5,17629
459,6,42865
459,7,68214
459,8,35213
459,9,51938
459,10,2996
459,11,30049
459,12,41356
459,13,77912
459,14,94158
459,15,7109
459,16,78689
459,17,43714
459,18,60615
459,19,19358
459,20,46164
459,21,24640
459,22,80867
459,23,28575
459,24,15213
459,25,92041
459,26,63105
459,27,59083
459,28,92890
459,29,46164
459,30,73240
460,1,86417
460,2,18125
460,3,80940
460,4,17503
460,5,10081
460,6,96470
460,7,25719
460,8,54557
460,9,18580
460,10,71144
460,11,48488
460,12,95922
460,13,41384
460,14,74714
460,15,87767
460,16,20845
460,17,32433
460,18,77057
460,19,36501
460,20,1292
460,21,63016
460,22,44896
460,23,62455
460,24,44896
460,25,2516
460,26,1278
460,27,1219
460,28,56969
460,29,12504
460,30,79769
461,1,83692
461,2,45212
461,3,97090
461,4,31548
461,5,56826
461,6,39427
461,7,53539
461,8,75501
461,9,79757
461,10,41232
461,11,67170
461,12,48402
461,13,26639
461,14,53685
461,15,53685
461,16,53685
461,17,82837
461,18,9985
461,19,6370
461,20,53685
461,21,2262
461,22,70344
461,23,68189
461,24,76999
461,25,53831
461,26,57294
461,27,62885
461,28,53351
461,29,1624
461,30,52568
462,1,303
462,2,72394
462,3,48329
462,4,11409
462,5,39655
462,6,63792
462,7,20555
462,8,53543
462,9,93419
462,10,60925
462,11,38139
462,12,33986
462,13,42519
462,14,53543
462,15,74805
462,16,59749
462,17,56907
462,18,84798
462,19,33714
462,20,66423
462,21,91101
462,22,8102
462,23,90616
462,24,70200
462,25,47482
462,26,89195
462,27,85664
462,28,16956
462,29,37354
462,30,28047
463,1,25022
463,2,97253
463,3,38598
463,4,67403
463,5,89354
463,6,12470
463,7,68220
463,8,67099
463,9,67403
463,10,87146
463,11,19158
463,12,67999
463,13,4457
463,14,88191
463,15,99863
463,16,90838
463,17,91514
463,18,82953
463,19,11001
463,20,61792
463,21,79849
463,22,91519
463,23,42352
463,24,83058
463,25,5312
463,26,6984
463,27,32252
463,28,21877
463,29,89822
463,30,20272
464,1,28044
464,2,24581
464,3,32543
464,4,81107
464,5,39256
464,6,37997
464,7,49559
464,8,37340
464,9,19005
464,10,78778
464,11,92308
464,12,50084
464,13,31864
464,14,93779
464,15,79523
464,16,34908
464,17,28436
464,18,44556
464,19,68308
464,20,36961
464,21,62023
464,22,9530
464,23,19807
464,24,22876
464,25,88277
464,26,11548
464,27,41829
464,28,37997
464,29,59145
464,30,5247
465,1,85940
465,2,78568
465,3,95177
465,4,80693
465,5,21401
465,6,79389
465,7,3860
465,8,40408
465,9,5970
465,10,87104
465,11,40778
465,12,55704
465,13,7169
465,14,41903
465,15,4302
465,16,10037
465,17,15895
465,18,66274
465,19,89297
465,20,64605
465,21,32807
465,22,32544
465,23,75154
465,24,20294
465,25,17067
465,26,50636
465,27,20959
465,28,94690
465,29,46428
465,30,93496
466,1,52169
466,2,17042
466,3,65404
466,4,20372
466,5,98295
466,6,23926
466,7,29767
466,8,39331
466,9,99580
466,10,29041
466,11,17614
466,12,37745
466,13,71614
466,14,54961
466,15,7100
466,16,90312
466,17,68264
466,18,82516
466,19,88464
466,20,54801
466,21,77332
466,22,72064
466,23,54801
466,24,66667
466,25,7776
466,26,48063
466,27,54801
466,28,4118
466,29,75459
466,30,54801
467,1,47648
467,2,30552
467,3,63147
467,4,59214
467,5,35526
467,6,55018
467,7,35189
467,8,82893
467,9,57789
467,10,92368
467,11,97080
467,12,45982
467,13,81946
467,14,18411
467,15,39928
467,16,71004
467,17,12346
467,18,93404
467,19,36807
467,20,67509
467,21,6779
467,22,66165
467,23,84127
467,24,52035
467,25,4695
467,26,51574
467,27,38073
467,28,73379
467,29,52035
467,30,38577
468,1,24249
468,2,83021
468,3,74827
468,4,15788
468,5,90895
468,6,54381
468,7,98612
468,8,51958
468,9,69650
468,10,66793
468,11,65051
468,12,51958
468,13,87080
468,14,48232
468,15,67440
468,16,12798
468,17,93681
468,18,56866
468,19,8638
468,20,21106
468,21,43334
468,22,29611
468,23,13827
468,24,28095
468,25,1832
468,26,93554
468,27,49535
468,28,9914
468,29,90510
468,30,45044
469,1,16550
469,2,37105
469,3,84305
469,4,43795
469,5,56229
469,6,38074
469,7,39194
469,8,38178
469,9,84445
469,10,67562
469,11,60527
469,12,61024
469,13,1490
469,14,13366
469,15,31078
469,16,46061
469,17,15017
469,18,84473
469,19,56402
469,20,38526
469,21,77657
469,22,1639
469,23,97274
469,24,96105
469,25,93359
469,26,61823
469,27,12193
469,28,37983
469,29,99158
469,30,72697
470,1,96695
470,2,65358
470,3,17475
470,4,66128
470,5,84031
470,6,65358
470,7,65358
470,8,3026
470,9,59306
470,10,85160
470,11,96772
470,12,65730
470,13,79754
470,14,46659
470,15,33294
470,16,87031
470,17,82094
470,18,64987
470,19,89344
470,20,27509
470,21,99282
470,22,86799
470,23,95532
470,24,39564
470,25,10496
470,26,11080
470,27,2621
470,28,42769
470,29,44475
470,30,65358
471,1,52389
471,2,44091
471,3,80613
471,4,1841
471,5,93172
471,6,32098
471,7,80129
471,8,11597
471,9,6522
471,10,8736
471,11,70639
471,12,72654
471,13,63474
471,14,78621
471,15,49085
471,16,89288
471,17,52389
471,18,64912
471,19,82062
471,20,26221
471,21,13857
471,22,52389
471,23,22368
471,24,52389
471,25,99648
471,26,58622
471,27,41862
471,28,42020
471,29,90752
471,30,47854
472,1,127
472,2,99830
472,3,70760
472,4,58923
472,5,87324
472,6,58703
472,7,58923
472,8,20504
472,9,43014
472,10,97946
472,11,58923
472,12,73641
472,13,39984
472,14,84176
472,15,69092
472,16,37675
472,17,34584
472,18,51330
472,19,7648
472,20,82742
472,21,18222
472,22,64456
472,23,96618
472,24,73130
472,25,58923
472,26,22175
472,27,15811
472,28,85263
472,29,64465
472,30,7158
473,1,67845
473,2,49681
473,3,91354
473,4,97385
473,5,31186
473,6,78887
473,7,88802
473,8,61195
473,9,6177
473,10,99566
473,11,60816
473,12,80151
473,13,1175
473,14,25509
473,15,4247
473,16,4532
473,17,30655
473,18,34806
473,19,69182
473,20,61195
473,21,46606
473,22,79838
473,23,32023
473,24,21976
473,25,19045
473,26,74848
473,27,82174
473,28,93127
473,29,85879
473,30,85212
474,1,12804
474,2,34754
474,3,75505
474,4,80293
474,5,22765
474,6,86260
474,7,6938
474,8,41296
474,9,28212
474,10,59816
474,11,85672
474,12,3034
474,13,11837
474,14,22679
474,15,34754
474,16,90231
474,17,1843
474,18,23115
474,19,23579
474,20,12075
474,21,11166
474,22,84556
474,23,93341
474,24,96430
474,25,63833
474,26,26740
474,27,17432
474,28,80169
474,29,99786
474,30,59661
475,1,31743
475,2,35943
475,3,73317
475,4,32624
475,5,10561
475,6,13412
475,7,85487
475,8,63513
475,9,33961
475,10,37721
475,11,39753
475,12,79748
475,13,49752
475,14,58012
475,15,94819
475,16,18820
475,17,38913
475,18,4633
475,19,78169
475,20,15485
475,21,35181
475,22,38951
475,23,55447
475,24,18205
475,25,56619
475,26,43228
475,27,12003
475,28,48156
475,29,38951
475,30,40451
476,1,25749
476,2,38552
476,3,30112
476,4,8612
476,5,41331
476,6,78294
476,7,5030
476,8,44408
476,9,95052
476,10,92704
476,11,44390
476,12,41331
476,13,66558
476,14,5218
476,15,1029
476,16,7530
476,17,41331
476,18,70850
476,19,40373
476,20,61177
476,21,61808
476,22,405
476,23,80953
476,24,25597
476,25,41331
476,26,81263
476,27,41331
476,28,91733
476,29,41331
476,30,20851
477,1,54555
477,2,38022
477,3,61051
477,4,4103
477,5,78428
477,6,80550
477,7,946
477,8,16201
477,9,90051
477,10,66912
477,11,69223
477,12,19929
477,13,89286
477,14,23724
477,15,27076
477,16,81106
477,17,33432
477,18,78710
477,19,604
477,20,73658
477,21,895
477,22,42109
477,23,86836
477,24,52519
477,25,19578
477,26,8498
477,27,4517
477,28,57086
477,29,81865
477,30,55385
478,1,92202
478,2,63352
478,3,51196
478,4,1098
478,5,73664
478,6,47336
478,7,79661
478,8,21333
478,9,50274
478,10,43431
478,11,63026
478,12,4486
478,13,17817
478,14,93134
478,15,41419
478,16,40847
478,17,45373
478,18,65288
478,19,74245
478,20,85297
478,21,82179
478,22,67446
478,23,1437
478,24,10725
478,25,46949
478,26,50274
478,27,33546
478,28,81259
478,29,22163
478,30,97686
479,1,26005
479,2,37037
479,3,5716
479,4,80346
479,5,10282
479,6,28156
479,7,99721
479,8,75118
479,9,95870
479,10,10753
479,11,32610
479,12,60716
479,13,31268
479,14,90499
479,15,86734
479,16,9402
479,17,77428
479,18,36859
479,19,49540
479,20,36274
479,21,36859
479,22,1676
479,23,36859
479,24,21866
479,25,11883
479,26,12454
479,27,36859
479,28,66894
479,29,85129
479,30,62694
480,1,29608
480,2,51589
480,3,48235
480,4,92874
480,5,95684
480,6,58211
480,7,90043
480,8,77716
480,9,13653
480,10,56249
480,11,61405
480,12,64253
480,13,12239
480,14,10454
480,15,88362
480,16,74949
480,17,43097
480,18,11170
480,19,15888
480,20,51589
480,21,42863
480,22,42843
480,23,19934
480,24,44702
480,25,79217
480,26,94762
480,27,64100
480,28,48572
480,29,23855
480,30,84279
481,1,72839
481,2,44883
481,3,95468
481,4,58752
481,5,3221
481,6,63083
481,7,4782
481,8,50600
481,9,36649
481,10,49241
481,11,68905
481,12,702
481,13,12851
481,14,94786
481,15,38308
481,16,79685
481,17,77421
481,18,91421
481,19,58098
481,20,4073
481,21,82915
481,22,59705
481,23,31333
481,24,43330
481,25,36395
481,26,58098
481,27,83700
481,28,19099
481,29,86369
481,30,86873
482,1,19745
482,2,37538
482,3,77637
482,4,34197
482,5,87124
482,6,72112
482,7,58899
482,8,85356
482,9,67432
482,10,93257
482,11,40207
482,12,93316
482,13,78912
482,14,75642
482,15,54326
482,16,12977
482,17,95883
482,18,71819
482,19,35381
482,20,10137
482,21,35857
482,22,31840
482,23,54326
482,24,14179
482,25,46591
482,26,35202
482,27,49754
482,28,83360
482,29,22392
482,30,83049
483,1,42444
483,2,63698
483,3,87479
483,4,86733
483,5,79722
483,6,72059
483,7,524
483,8,24588
483,9,22464
483,10,48815
483,11,44898
483,12,58716
483,13,59072
483,14,75899
483,15,42774
483,16,36779
483,17,3570
483,18,58716
483,19,62987
483,20,48604
483,21,45516
483,22,75951
483,23,30541
483,24,58716
483,25,83038
483,26,58716
483,27,83920
483,28,16948
483,29,97225
483,30,69229
484,1,68392
484,2,72214
484,3,19423
484,4,62233
484,5,43547
484,6,14615
484,7,52497
484,8,91065
484,9,83483
484,10,33753
484,11,41699
484,12,79219
484,13,77407
484,14,39680
484,15,51752
484,16,49947
484,17,59002
484,18,95504
484,19,92918
484,20,38469
484,21,87072
484,22,41177
484,23,20439
484,24,80114
484,25,33406
484,26,64258
484,27,37525
484,28,63902
484,29,94876
484,30,46006
485,1,58070
485,2,76041
485,3,60708
485,4,32301
485,5,41279
485,6,57687
485,7,56299
485,8,56299
485,9,16498
485,10,79794
485,11,63184
485,12,56299
485,13,59069
485,14,56299
485,15,74872
485,16,14835
485,17,348
485,18,22324
485,19,44595
485,20,99654
485,21,67509
485,22,79275
485,23,11802
485,24,55645
485,25,94603
485,26,53432
485,27,56953
485,28,1126
485,29,37655
485,30,18563
486,1,33717
486,2,67853
486,3,96040
486,4,52856
486,5,25469
486,6,39547
486,7,56706
486,8,31676
486,9,81188
486,10,15167
486,11,25414
486,12,7732
486,13,61104
486,14,92141
486,15,32433
486,16,61412
486,17,56706
486,18,76296
486,19,34298
486,20,26934
486,21,60556
486,22,90765
486,23,5021
486,24,38203
486,25,98355
486,26,84567
486,27,20154
486,28,68448
486,29,74245
486,30,62824
487,1,226
487,2,89899
487,3,95630
487,4,16060
487,5,86448
487,6,5591
487,7,35742
487,8,93605
487,9,49075
487,10,28746
487,11,43914
487,12,98877
487,13,49075
487,14,79271
487,15,48437
487,16,42491
487,17,60291
487,18,11097
487,19,38983
487,20,40286
487,21,97044
487,22,81392
487,23,49714
487,24,74201
487,25,35016
487,26,78831
487,27,97319
487,28,29375
487,29,24182
487,30,85698
488,1,73672
488,2,40747
488,3,40747
488,4,40747
488,5,40747
488,6,1073
488,7,9729
488,8,96695
488,9,39025
488,10,65596
488,11,10949
488,12,21093
488,13,76757
488,14,1612
488,15,83626
488,16,66999
488,17,42469
488,18,51573
488,19,30867
488,20,16002
488,21,47329
488,22,45002
488,23,4904
488,24,11332
488,25,23208
488,26,87057
488,27,26440
488,28,94635
488,29,50906
488,30,24070
489,1,22495
489,2,70324
489,3,60911
489,4,18164
489,5,26874
489,6,8401
489,7,22415
489,8,86455
489,9,99664
489,10,45154
489,11,23328
489,12,82255
489,13,89244
489,14,34760
489,15,15309
489,16,22275
489,17,23318
489,18,61189
489,19,63318
489,20,47903
489,21,96245
489,22,77467
489,23,49573
489,24,95589
489,25,98581
489,26,50232
489,27,62177
489,28,18863
489,29,35785
489,30,26571
490,1,71585
490,2,24000
490,3,95346
490,4,33191
490,5,11060
490,6,46755
490,7,41353
490,8,42347
490,9,84295
490,10,76864
490,11,70250
490,12,15823
490,13,53291
490,14,37496
490,15,31696
490,16,91880
490,17,91190
490,18,70539
490,19,91241
490,20,72843
490,21,78660
490,22,23005
490,23,32988
490,24,52349
490,25,61523
490,26,33018
490,27,70245
490,28,83575
490,29,95906
490,30,97768
491,1,47884
491,2,19467
491,3,7691
491,4,71963
491,5,93111
491,6,92703
491,7,50202
491,8,7199
491,9,94170
491,10,64366
491,11,27119
491,12,2489
491,13,4750
491,14,94980
491,15,24693
491,16,21757
491,17,57839
491,18,82302
491,19,90979
491,20,83859
491,21,85839
491,22,64415
491,23,73431
491,24,51420
491,25,97097
491,26,8899
491,27,29439
491,28,85343
491,29,172
491,30,35855
492,1,22792
492,2,99262
492,3,72445
492,4,14143
492,5,30448
492,6,31734
492,7,6061
492,8,32016
492,9,86168
492,10,87633
492,11,910
492,12,18904
492,13,67103
492,14,51552
492,15,48218
492,16,17938
492,17,19559
492,18,54287
492,19,58748
492,20,34613
492,21,2278
492,22,48218
492,23,86681
492,24,84567
492,25,60891
492,26,59559
492,27,41343
492,28,44885
492,29,74218
492,30,97712
493,1,85775
493,2,75151
493,3,91755
493,4,18463
493,5,11303
493,6,56019
493,7,95375
493,8,4583
493,9,99555
493,10,93715
493,11,16000
493,12,51953
493,13,19150
493,14,32199
493,15,12880
493,16,87900
493,17,24861
493,18,29782
493,19,98225
493,20,32199
493,21,12321
493,22,20792
493,23,66161
493,24,1133
493,25,11078
493,26,11197
493,27,97753
493,28,39097
493,29,70094
493,30,5617
494,1,49173
494,2,50613
494,3,93961
494,4,57884
494,5,32056
494,6,89916
494,7,72117
494,8,20323
494,9,77729
494,10,86583
494,11,20888
494,12,57137
494,13,44843
494,14,21959
494,15,58955
494,16,38512
494,17,29387
494,18,84741
494,19,86136
494,20,52625
494,21,49340
494,22,81516
494,23,43690
494,24,11219
494,25,74213
494,26,75186
494,27,54879
494,28,16225
494,29,54879
494,30,63919
495,1,31874
495,2,78029
495,3,61034
495,4,38531
495,5,62030
495,6,84864
495,7,44312
495,8,87578
495,9,63289
495,10,90779
495,11,56376
495,12,68314
495,13,43302
495,14,61574
495,15,37957
495,16,72336
495,17,54528
495,18,68973
495,19,42532
495,20,48805
495,21,35573
495,22,39436
495,23,58225
495,24,86720
495,25,56376
495,26,95511
495,27,32817
495,28,22116
495,29,38269
495,30,31861
496,1,32967
496,2,64861
496,3,60004
496,4,9189
496,5,17053
496,6,16430
496,7,52712
496,8,76159
496,9,45858
496,10,98648
496,11,63080
496,12,20439
496,13,58046
496,14,10591
496,15,59489
496,16,71149
496,17,59970
496,18,2058
496,19,91860
496,20,67370
496,21,98196
496,22,91958
496,23,90375
496,24,60004
496,25,65840
496,26,67084
496,27,1485
496,28,6575
496,29,61697
496,30,95635
497,1,51841
497,2,70699
497,3,51841
497,4,10449
497,5,26470
497,6,80964
497,7,73399
497,8,51841
497,9,51841
497,10,27971
497,11,82960
497,12,19435
497,13,64289
497,14,55144
497,15,89124
497,16,84366
497,17,44174
497,18,60663
497,19,32171
497,20,37097
497,21,10176
497,22,3905
497,23,85293
497,24,20788
497,25,38379
497,26,86178
497,27,48539
497,28,82638
497,29,37703
497,30,79054
498,1,17309
498,2,67781
498,3,78326
498,4,74734
498,5,84515
498,6,98769
498,7,21605
498,8,65400
498,9,15132
498,10,43016
498,11,41971
498,12,8353
498,13,78648
498,14,95671
498,15,31665
498,16,30742
498,17,8051
498,18,44968
498,19,44094
498,20,44968
498,21,80512
498,22,98510
498,23,97084
498,24,44968
498,25,18610
498,26,44968
498,27,16456
498,28,5200
498,29,55724
498,30,85787
499,1,3932
499,2,58289
499,3,6787
499,4,41934
499,5,4883
499,6,75417
499,7,30832
499,8,82021
499,9,88842
499,10,4371
499,11,68609
499,12,96457
499,13,98931
499,14,84059
499,15,63552
499,16,34415
499,17,95208
499,18,56591
499,19,70924
499,20,84923
499,21,1415
499,22,54893
499,23,56591
499,24,24006
499,25,56591
499,26,10125
499,27,67104
499,28,189
499,29,56591
499,30,33128
500,1,55016
500,2,97260
500,3,89010
500,4,41548
500,5,50052
500,6,89397
500,7,33043
500,8,81890
500,9,65847
500,10,509
500,11,17924
500,12,74319
500,13,25015
500,14,86107
500,15,7049
500,16,32678
500,17,5778
500,18,36234
500,19,40966
500,20,2570
500,21,23877
500,22,96838
500,23,41958
500,24,40966
500,25,37069
500,26,31054
500,27,17949
500,28,75715
500,29,52240
500,30,31745
501,1,14432
501,2,12939
501,3,6273
501,4,4128
501,5,52670
501,6,81441
501,7,586
501,8,97643
501,9,84228
501,10,26209
501,11,53439
501,12,79501
501,13,52672
501,14,73696
501,15,54207
501,16,53439
501,17,98192
501,18,87254
501,19,45608
501,20,52455
501,21,69398
501,22,82205
501,23,93274
501,24,71829
501,25,4658
501,26,49115
501,27,84950
501,28,34887
501,29,86446
501,30,45792
502,1,50238
502,2,71530
502,3,41292
502,4,9458
502,5,77364
502,6,31488
502,7,47481
502,8,57823
502,9,14461
502,10,69293
502,11,19225
502,12,63702
502,13,42404
502,14,68777
502,15,52837
502,16,75157
502,17,9402
502,18,8594
502,19,32947
502,20,64243
502,21,73645
502,22,52837
502,23,89026
502,24,55585
502,25,31202
502,26,43575
502,27,10782
502,28,86954
502,29,61265
502,30,97330
503,1,55144
503,2,77341
503,3,97041
503,4,3821
503,5,28148
503,6,28451
503,7,47395
503,8,6803
503,9,93404
503,10,18878
503,11,59811
503,12,98020
503,13,67344
503,14,98369
503,15,32973
503,16,15389
503,17,14623
503,18,79126
503,19,87874
503,20,18522
503,21,37409
503,22,83457
503,23,91495
503,24,12203
503,25,46210
503,26,37447
503,27,94435
503,28,743
503,29,49380
503,30,78497
504,1,43612
504,2,18676
504,3,32576
504,4,53006
504,5,85801
504,6,20680
504,7,1321
504,8,19433
504,9,41188
504,10,94898
504,11,1344
504,12,99332
504,13,83109
504,14,64831
504,15,3602
504,16,30070
504,17,57426
504,18,57402
504,19,81910
504,20,51761
504,21,7216
504,22,41715
504,23,86751
504,24,72215
504,25,19570
504,26,20027
504,27,62443
504,28,29744
504,29,59270
504,30,63873
505,1,71788
505,2,14817
505,3,96154
505,4,92216
505,5,76208
505,6,90367
505,7,6954
505,8,5640
505,9,19680
505,10,61926
505,11,90767
505,12,91309
505,13,74545
505,14,59107
505,15,16289
505,16,35096
505,17,70077
505,18,60061
505,19,32711
505,20,48316
505,21,63792
505,22,95873
505,23,47795
505,24,78944
505,25,79937
505,26,29974
505,27,61926
505,28,8836
505,29,59827
505,30,69211
506,1,64006
506,2,92714
506,3,61586
506,4,95078
506,5,6763
506,6,18229
506,7,49799
506,8,43137
506,9,70857
506,10,41915
506,11,99018
506,12,33621
506,13,6843
506,14,2520
506,15,55794
506,16,73708
506,17,55794
506,18,39494
506,19,76589
506,20,37607
506,21,16107
506,22,61776
506,23,54024
506,24,69770
506,25,80235
506,26,80092
506,27,24429
506,28,57565
506,29,8472
506,30,79079
507,1,51835
507,2,21744
507,3,34326
507,4,3931
507,5,63956
507,6,17482
507,7,83772
507,8,32880
507,9,59601
507,10,20090
507,11,97639
507,12,83226
507,13,58884
507,14,25545
507,15,75332
507,16,77774
507,17,56739
507,18,63756
507,19,5588
507,20,4491
507,21,30270
507,22,50519
507,23,62606
507,24,89466
507,25,15022
507,26,85369
507,27,49488
507,28,63882
507,29,24408
507,30,49825
508,1,74915
508,2,35453
508,3,89277
508,4,29695
508,5,72830
508,6,90895
508,7,16249
508,8,39926
508,9,37089
508,10,54055
508,11,9150
508,12,27522
508,13,12001
508,14,85850
508,15,24718
508,16,73729
508,17,91359
508,18,54894
508,19,8613
508,20,94210
508,21,84848
508,22,4620
508,23,47836
508,24,89381
508,25,57161
508,26,57158
508,27,76863
508,28,39210
508,29,73724
508,30,46664
509,1,53596
509,2,78686
509,3,4717
509,4,77527
509,5,49277
509,6,72682
509,7,42233
509,8,21446
509,9,97007
509,10,49689
509,11,62120
509,12,7156
509,13,44723
509,14,27521
509,15,95624
509,16,5051
509,17,74212
509,18,53148
509,19,9841
509,20,55005
509,21,26105
509,22,5652
509,23,99865
509,24,51698
509,25,96084
509,26,26332
509,27,76350
509,28,75341
509,29,87011
509,30,74715
510,1,84538
510,2,59607
510,3,53096
510,4,65151
510,5,19460
510,6,12937
510,7,79563
510,8,22846
510,9,84892
510,10,23407
510,11,93948
510,12,73790
510,13,29595
510,14,84627
510,15,82994
510,16,72357
510,17,73653
510,18,69218
510,19,22807
510,20,69218
510,21,92009
510,22,97418
510,23,13038
510,24,96274
510,25,38194
510,26,62526
510,27,10672
510,28,32419
510,29,88964
510,30,88861
511,1,618
511,2,26312
511,3,57138
511,4,96643
511,5,32648
511,6,97190
511,7,87450
511,8,22972
511,9,76180
511,10,17913
511,11,77064
511,12,15150
511,13,95133
511,14,93023
